0.106855,0.091836,0.102940,0.103234,0.101825,0.106487,0.104872,0.087122,0.107556
0.117468,0.115877,0.113604,0.103771,0.109813,0.112227,0.116736,0.114337,0.137282
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.095282,0.090601,0.103246,0.103954,0.121017,0.100568,0.096380,0.103388,0.083428
0.083387,0.000000,0.000699,0.000000,0.050288,0.002952,0.000681,0.000000,0.033977
0.099432,0.061720,0.151563,0.021693,0.000000,0.072243,0.043410,0.067106,0.073390
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.063229,0.115424,0.052229,0.103129,0.162037,0.000000,0.058251,0.044612,0.185173
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.085441,0.089418,0.088414,0.088334,0.088372,0.083935,0.083799,0.092515,0.052874
0.028334,0.018177,0.000000,0.004123,0.000000,0.023315,0.200608,0.005697,0.013833
0.095301,0.030893,0.052194,0.034022,0.091419,0.118077,0.118541,0.032219,0.072713
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.082673,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.099396,0.103380,0.135404,0.079435,0.104240,0.088129,0.070337,0.056181,0.093654
0.038112,0.074714,0.039859,0.012656,0.033245,0.000000,0.050796,0.051986,0.039122
0.027736,0.050777,0.041184,0.045572,0.052889,0.000000,0.045831,0.019759,0.154850
0.029972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.037099,0.000000,0.036361,0.066937,0.009329,0.056982,0.003654,0.004210,0.005910
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.072270,0.089858,0.060547,0.038890,0.072749,0.064228,0.062478,0.054790,0.083441
0.050851,0.000000,0.000000,0.000000,0.000000,0.033396,0.034172,0.000000,0.000000
-0.488168,-0.500000,0.048152,0.000000,0.000000,0.000000,0.000000,0.025757,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.130938,-0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047952
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.135879,0.103124,0.099253,0.102841,0.101573,0.103816,0.086307,0.082549,0.100576
0.000000,0.267236,0.000000,0.000000,0.012694,0.000000,0.185649,0.000000,0.000000
0.098967,0.082865,0.091276,0.070462,0.070930,0.076001,0.075829,0.069420,0.059887
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.157258,0.000000,0.000000
0.009654,0.005763,0.000000,0.012200,0.204072,0.008815,0.000000,0.000000,0.000000
0.084712,0.077191,0.073178,0.112020,0.036017,0.081347,0.080895,0.148198,0.085101
0.041642,0.015617,0.071973,0.071953,0.105224,0.046815,0.122256,0.068176,0.092690
0.076521,0.066164,0.096152,0.121176,0.029508,0.000000,0.093352,0.083287,0.009283
0.026753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.012726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001062,0.000000,0.000000,0.000000,0.000000,0.000810,0.000000,0.018253,0.011561
0.020813,0.000000,0.032674,0.000000,0.034366,0.000000,0.122818,0.034475,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.062018,0.000000,0.000000,0.034237,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050543,0.000000,0.000000,0.047137,0.000000,0.000000,0.000000,0.000000,0.000000
0.051442,0.024509,0.000000,0.049768,0.089616,0.044389,0.049548,0.032225,0.044974
0.034529,0.000000,0.000000,0.015653,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034546,0.000000,0.000000
0.122325,0.000503,0.000000,0.000000,0.013487,0.000000,0.000000,0.000000,0.010252
0.121369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.500000,0.000000,0.000000,-0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.281250,0.219046,0.149982,0.000000,0.000000,0.116007,0.000000,0.000000,0.136210
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.097061,0.102582,0.135133,0.102597,0.225822,0.093810,0.116747,0.107015,0.148743
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.051764,0.122544,0.000000,0.000000,0.049336,0.000000,0.082828,0.050094,0.000000
0.028385,0.000000,0.027678,0.000000,0.000000,0.017305,0.017976,0.036230,0.021553
0.000000,0.253621,0.000000,0.000000,0.000000,0.000000,0.000000,0.058604,0.045047
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.071596,0.017934,0.007717,0.006979,0.000000,0.000000,0.018887,0.000000,0.058178
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.062464,0.000000,0.021760,0.000000,0.000000,0.034682,0.000000,0.000000,0.000000
0.062995,0.000000,0.000000,0.024418,0.031070,0.029826,0.043945,0.034239,0.000000
0.031525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.212423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.227467,0.234232,0.053588,0.000000,0.000000,0.000000,0.192940,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001409,0.015398,0.000000,0.000000,0.000000,0.288359,0.000000,0.000000,0.230048
